,symbol
1188,600580.SH
1189,002851.SZ
1190,600577.SH
1191,605378.SH
1192,002801.SZ
1193,600550.SH
1194,300125.SZ
1195,600537.SH
1196,603819.SH
1197,002892.SZ
1198,600268.SH
1199,300040.SZ
1200,600517.SH
1201,300001.SZ
1202,002882.SZ
1203,603728.SH
1204,600525.SH
1205,002610.SZ
1206,603897.SH
1207,002706.SZ
1208,603829.SH
1209,002879.SZ
1210,002606.SZ
1211,600809.SH
1212,600702.SH
1213,603589.SH
1214,000860.SZ
1215,600197.SH
1216,000858.SZ
1217,002646.SZ
1218,600199.SH
1219,000568.SZ
1220,600559.SH
1221,000799.SZ
1222,002304.SZ
1223,000995.SZ
1224,603919.SH
1225,600519.SH
1226,600779.SH
1227,603369.SH
1228,603198.SH
1229,000596.SZ
1230,000564.SZ
1231,600774.SH
1232,600306.SH
1233,002187.SZ
1234,600785.SH
1235,600280.SH
1236,600723.SH
1237,600738.SH
1238,601366.SH
1239,600778.SH
1240,600729.SH
1241,600712.SH
1242,600838.SH
1243,601086.SH
1244,603031.SH
1245,000715.SZ
1246,600628.SH
1247,002277.SZ
1248,603214.SH
1249,603101.SH
1250,603123.SH
1251,600857.SH
1252,600858.SH
1253,600859.SH
1254,600861.SH
1255,002561.SZ
1256,600865.SH
1257,600828.SH
1258,000417.SZ
1259,600655.SH
1260,600682.SH
1261,000501.SZ
1262,600824.SH
1263,002419.SZ
1264,600693.SH
1265,600694.SH
1266,000785.SZ
1267,000679.SZ
1268,600814.SH
1269,600697.SH
1270,000419.SZ
1271,603798.SH
1272,600339.SH
1273,000637.SZ
1274,000819.SZ
1275,000059.SZ
1276,002778.SZ
1277,600028.SH
1278,300839.SZ
1279,600688.SH
1280,600256.SH
1281,002828.SZ
1282,601857.SH
1283,600759.SH
1284,601808.SH
1285,002207.SZ
1286,600583.SH
1287,300483.SZ
1288,600871.SH
1289,300164.SZ
1290,300191.SZ
1291,300157.SZ
1292,002554.SZ
1293,002629.SZ
1294,300084.SZ
1295,600968.SH
1296,603619.SH
1297,600777.SH
1298,603727.SH
1299,002221.SZ
1300,000096.SZ
1301,603353.SH
1302,000554.SZ
1303,600387.SH
1304,000159.SZ
1305,603003.SH
1306,600172.SH
1307,605086.SH
1308,688398.SH
1309,300554.SZ
1310,603688.SH
1311,000519.SZ
1312,300179.SZ
1313,688300.SH
1314,603663.SH
1315,300861.SZ
1316,300073.SZ
1317,000795.SZ
1318,600366.SH
1319,600516.SH
1320,603505.SH
1321,002297.SZ
1322,300606.SZ
1323,002088.SZ
1324,300890.SZ
1325,300700.SZ
1326,688598.SH
1327,300064.SZ
1328,603612.SH
1329,601952.SH
1330,300087.SZ
1331,300970.SZ
1332,000713.SZ
1333,300511.SZ
1334,300972.SZ
1335,000998.SZ
1336,600354.SH
1337,002041.SZ
1338,600371.SH
1339,600506.SH
1340,002772.SZ
1341,300189.SZ
1342,600540.SH
1343,600598.SH
1344,600313.SH
1345,000099.SZ
1346,601021.SH
1347,002928.SZ
1348,600029.SH
1349,600221.SH
1350,600115.SH
1351,601111.SH
1352,603885.SH
1353,600238.SH
1354,600616.SH
1355,600365.SH
1356,000869.SZ
1357,002568.SZ
1358,600543.SH
1359,603779.SH
1360,600084.SH
1361,600059.SH
1362,601579.SH
1363,603238.SH
1364,002083.SZ
1365,600448.SH
1366,600626.SH
1367,002404.SZ
1368,002293.SZ
1369,002397.SZ
1370,002516.SZ
1371,600630.SH
1372,600987.SH
1373,600493.SH
1374,600156.SH
1375,603055.SH
1376,000158.SZ
1377,600689.SH
1378,300658.SZ
1379,002394.SZ
1380,000982.SZ
1381,002327.SZ
1382,000726.SZ
1383,600220.SH
1384,605080.SH
1385,603908.SH
1386,002674.SZ
1387,000611.SZ
1388,603365.SH
1389,603558.SH
1390,003041.SZ
1391,600232.SH
1392,605055.SH
1393,300918.SZ
1394,000850.SZ
1395,002144.SZ
1396,603477.SH
1397,300952.SZ
1398,002193.SZ
1399,603889.SH
1400,605003.SH
1401,601339.SH
1402,603665.SH
1403,300577.SZ
1404,300877.SZ
1405,000955.SZ
1406,002087.SZ
1407,002042.SZ
1408,601599.SH
1409,300307.SZ
1410,600545.SH
1411,603933.SH
1412,600843.SH
1413,002021.SZ
1414,300384.SZ
1415,003036.SZ
1416,603095.SH
1417,002722.SZ
1418,603337.SH
1419,600302.SH
1420,002196.SZ
1421,600051.SH
1422,600620.SH
1423,000009.SZ
1424,000034.SZ
1425,600647.SH
1426,600083.SH
1427,600884.SH
1428,600139.SH
1429,600149.SH
1430,000909.SZ
1431,300662.SZ
1432,000576.SZ
1433,600770.SH
1434,600209.SH
1435,000701.SZ
1436,600784.SH
1437,000502.SZ
1438,000633.SZ
1439,600234.SH
1440,300962.SZ
1441,600281.SH
1442,000632.SZ
1443,000839.SZ
1444,000881.SZ
1445,300947.SZ
1446,000409.SZ
1447,300887.SZ
1448,600805.SH
1449,300688.SZ
1450,300938.SZ
1451,300795.SZ
1452,600212.SH
1453,002622.SZ
1454,000571.SZ
1455,600730.SH
1456,600421.SH
1457,002967.SZ
1458,300900.SZ
1459,300424.SZ
1460,600316.SH
1461,003009.SZ
1462,000738.SZ
1463,600893.SH
1464,300159.SZ
1465,002111.SZ
1466,002013.SZ
1467,300775.SZ
1468,300581.SZ
1469,600343.SH
1470,000697.SZ
1471,002985.SZ
1472,600765.SH
1473,002023.SZ
1474,300719.SZ
1475,600038.SH
1476,300696.SZ
1477,688685.SH
1478,600118.SH
1479,600372.SH
1480,002933.SZ
1481,688586.SH
1482,688510.SH
1483,688070.SH
1484,600879.SH
1485,000768.SZ
1486,600862.SH
1487,600760.SH
1488,600391.SH
1489,600150.SH
1490,300589.SZ
1491,600072.SH
1492,300008.SZ
1493,600685.SH
1494,601890.SH
1495,601989.SH
1496,002482.SZ
1497,605178.SH
1498,002163.SZ
1499,300621.SZ
1500,002375.SZ
1501,603929.SH
1502,002989.SZ
1503,603038.SH
1504,002781.SZ
1505,002789.SZ
1506,002856.SZ
1507,601886.SH
1508,002830.SZ
1509,002081.SZ
1510,605318.SH
1511,002713.SZ
1512,600193.SH
1513,002811.SZ
1514,002047.SZ
1515,002963.SZ
1516,300117.SZ
1517,002504.SZ
1518,002325.SZ
1519,603098.SH
1520,002822.SZ
1521,002620.SZ
1522,603828.SH
1523,300668.SZ
1524,603030.SH
1525,000750.SZ
1526,000776.SZ
1527,000686.SZ
1528,000728.SZ
1529,000166.SZ
1530,000712.SZ
1531,000783.SZ
1532,600909.SH
1533,600155.SH
1534,600999.SH
1535,601901.SH
1536,601066.SH
1537,601099.SH
1538,002500.SZ
1539,601108.SH
1540,601162.SH
1541,601198.SH
1542,601211.SH
1543,600109.SH
1544,600095.SH
1545,300059.SZ
1546,601236.SH
1547,601377.SH
1548,601456.SH
1549,600061.SH
1550,601555.SH
1551,601995.SH
1552,601990.SH
1553,601688.SH
1554,601696.SH
1555,600030.SH
1556,601788.SH
1557,601878.SH
1558,601375.SH
1559,600958.SH
1560,601881.SH
1561,600918.SH
1562,002673.SZ
1563,002670.SZ
1564,002797.SZ
1565,600621.SH
1566,002945.SZ
1567,600369.SH
1568,600837.SH
1569,002939.SZ
1570,002736.SZ
1571,002926.SZ
1572,600906.SH
1573,600864.SH
1574,002697.SZ
1575,002264.SZ
1576,605188.SH
1577,002336.SZ
1578,601933.SH
1579,603708.SH
1580,000759.SZ
1581,601116.SH
1582,600827.SH
1583,002251.SZ
1584,600361.SH
1585,601010.SH
1586,600020.SH
1587,000900.SZ
1588,600012.SH
1589,600033.SH
1590,600035.SH
1591,600377.SH
1592,601518.SH
1593,000886.SZ
1594,001965.SZ
1595,000828.SZ
1596,600106.SH
1597,600368.SH
1598,601188.SH
1599,000429.SZ
1600,600350.SH
1601,600269.SH
1602,000548.SZ
1603,601107.SH
1604,600548.SH
1605,300559.SZ
1606,002331.SZ
1607,300348.SZ
1608,300465.SZ
1609,300454.SZ
1610,600850.SH
1611,600845.SH
1612,300451.SZ
1613,300275.SZ
1614,300349.SZ
1615,003029.SZ
1616,000851.SZ
1617,000004.SZ
1618,688777.SH
1619,300300.SZ
1620,000555.SZ
1621,002609.SZ
1622,002279.SZ
1623,003007.SZ
1624,600797.SH
1625,002280.SZ
1626,300448.SZ
1627,003005.SZ
1628,300925.SZ
1629,603990.SH
1630,002642.SZ
1631,002322.SZ
1632,300730.SZ
1633,300468.SZ
1634,003004.SZ
1635,300469.SZ
1636,300845.SZ
1637,300851.SZ
1638,300047.SZ
1639,002073.SZ
1640,603636.SH
1641,300212.SZ
1642,002065.SZ
1643,002063.SZ
1644,603039.SH
1645,300496.SZ
1646,300271.SZ
1647,300678.SZ
1648,300036.SZ
1649,300033.SZ
1650,002544.SZ
1651,300020.SZ
1652,688561.SH
1653,300682.SZ
1654,300687.SZ
1655,002268.SZ
1656,600288.SH
1657,600289.SH
1658,300010.SZ
1659,300588.SZ
1660,688555.SH
1661,300344.SZ
1662,300846.SZ
1663,300479.SZ
1664,300002.SZ
1665,300352.SZ
1666,002649.SZ
1667,002316.SZ
1668,600602.SH
1669,300579.SZ
1670,300773.SZ
1671,300810.SZ
1672,603927.SH
1673,600476.SH
1674,688369.SH
1675,300378.SZ
1676,688365.SH
1677,603859.SH
1678,300288.SZ
1679,603918.SH
1680,300807.SZ
1681,600588.SH
1682,002912.SZ
1683,603869.SH
1684,300789.SZ
1685,300386.SZ
1686,600571.SH
1687,300379.SZ
1688,600570.SH
1689,300380.SZ
1690,600536.SH
1691,000948.SZ
1692,300803.SZ
1693,300799.SZ
1694,603887.SH
1695,300377.SZ
1696,300369.SZ
1697,300768.SZ
1698,600446.SH
1699,600756.SH
1700,688168.SH
1701,002657.SZ
1702,300830.SZ
1703,600751.SH
1704,002990.SZ
1705,300440.SZ
1706,688316.SH
1707,688318.SH
1708,002987.SZ
1709,300277.SZ
1710,600728.SH
1711,600718.SH
1712,688568.SH
1713,300297.SZ
1714,000997.SZ
1715,603189.SH
1716,300419.SZ
1717,300292.SZ
1718,300365.SZ
1719,600654.SH
1720,002771.SZ
1721,688188.SH
1722,002777.SZ
1723,300366.SZ
1724,300287.SZ
1725,603138.SH
1726,002298.SZ
1727,600410.SH
1728,002530.SZ
1729,300044.SZ
1730,603232.SH
1731,002453.SZ
1732,300634.SZ
1733,000711.SZ
1734,300533.SZ
1735,688039.SH
1736,300231.SZ
1737,688619.SH
1738,002230.SZ
1739,601519.SH
1740,300235.SZ
1741,002153.SZ
1742,002232.SZ
1743,688030.SH
1744,300188.SZ
1745,002474.SZ
1746,300532.SZ
1747,300182.SZ
1748,688023.SH
1749,688109.SH
1750,300324.SZ
1751,300598.SZ
1752,300872.SZ
1753,300531.SZ
1754,300050.SZ
1755,300168.SZ
1756,300525.SZ
1757,300166.SZ
1758,300541.SZ
1759,603383.SH
1760,688051.SH
1761,300209.SZ
1762,002410.SZ
1763,300556.SZ
1764,688088.SH
1765,688083.SH
1766,688095.SH
1767,688081.SH
1768,002212.SZ
1769,688078.SH
1770,300552.SZ
1771,300550.SZ
1772,300311.SZ
1773,002417.SZ
1774,002195.SZ
1775,603508.SH
1776,300624.SZ
1777,002405.SZ
1778,002421.SZ
1779,300229.SZ
1780,688066.SH
1781,300608.SZ
1782,002401.SZ
1783,000682.SZ
1784,688060.SH
1785,002439.SZ
1786,300605.SZ
1787,002184.SZ
1788,300542.SZ
1789,688058.SH
1790,300561.SZ
1791,688111.SH
1792,300170.SZ
1793,300523.SZ
1794,688258.SH
1795,000638.SZ
1796,688588.SH
1797,002368.SZ
1798,000938.SZ
1799,688682.SH
1800,300250.SZ
1801,300659.SZ
1802,300592.SZ
1803,300508.SZ
1804,300663.SZ
1805,002362.SZ
1806,002090.SZ
1807,688579.SH
1808,300253.SZ
1809,300096.SZ
1810,300941.SZ
1811,300333.SZ
1812,300935.SZ
1813,300085.SZ
1814,300078.SZ
1815,300674.SZ
1816,300339.SZ
1817,300075.SZ
1818,300065.SZ
1819,600242.SH
1820,002253.SZ
1821,300513.SZ
1822,300330.SZ
1823,300290.SZ
1824,688590.SH
1825,002373.SZ
1826,688004.SH
1827,300518.SZ
1828,300150.SZ
1829,688118.SH
1830,300249.SZ
1831,300895.SZ
1832,603528.SH
1833,605398.SH
1834,688229.SH
1835,300302.SZ
1836,300245.SZ
1837,300520.SZ
1838,300248.SZ
1839,300645.SZ
1840,600189.SH
1841,600962.SH
1842,605198.SH
1843,603711.SH
1844,600300.SH
1845,000848.SZ
1846,603156.SH
1847,605388.SH
1848,000039.SZ
1849,002209.SZ
1850,000821.SZ
1851,002282.SZ
1852,300195.SZ
1853,300442.SZ
1854,002611.SZ
1855,002444.SZ
1856,300126.SZ
1857,300173.SZ
1858,688033.SH
1859,605286.SH
1860,300011.SZ
1861,600495.SH
1862,688015.SH
1863,605298.SH
1864,600528.SH
1865,688009.SH
1866,300931.SZ
1867,300923.SZ
1868,002972.SZ
1869,605001.SH
1870,002774.SZ
1871,603500.SH
1872,603321.SH
1873,688569.SH
1874,000976.SZ
1875,002367.SZ
1876,603111.SH
1877,600835.SH
1878,603611.SH
1879,300455.SZ
1880,600967.SH
1881,300594.SZ
1882,000008.SZ
1883,601766.SH
1884,002689.SZ
1885,600894.SH
1886,603680.SH
1887,300101.SZ
1888,300308.SZ
1889,300563.SZ
1890,002396.SZ
1891,002869.SZ
1892,300565.SZ
1893,300504.SZ
1894,300868.SZ
1895,002089.SZ
1896,688100.SH
1897,300098.SZ
1898,603602.SH
1899,600198.SH
1900,300578.SZ
1901,300502.SZ
1902,603660.SH
1903,300628.SZ
1904,300025.SZ
1905,002052.SZ
1906,002383.SZ
1907,300597.SZ
1908,300079.SZ
1909,600260.SH
1910,000801.SZ
1911,002519.SZ
1912,300310.SZ
1913,600990.SH
1914,002231.SZ
1915,300074.SZ
1916,300603.SZ
1917,300213.SZ
1918,600131.SH
1919,300134.SZ
1920,300177.SZ
1921,000063.SZ
1922,002137.SZ
1923,300322.SZ
1924,688027.SH
1925,300183.SZ
1926,002194.SZ
1927,002151.SZ
1928,603421.SH
1929,688036.SH
1930,688618.SH
1931,002465.SZ
1932,002161.SZ
1933,002446.SZ
1934,300312.SZ
1935,000586.SZ
1936,300627.SZ
1937,002413.SZ
1938,300555.SZ
1939,688609.SH
1940,300638.SZ
1941,300136.SZ
1942,000836.SZ
1943,600130.SH
1944,603559.SH
1945,300514.SZ
1946,300560.SZ
1947,688201.SH
1948,000070.SZ
1949,601138.SH
1950,000687.SZ
1951,002491.SZ
1952,300884.SZ
1953,600105.SH
1954,603322.SH
1955,601869.SH
1956,603516.SH
1957,688080.SH
1958,300167.SZ
1959,688002.SH
1960,300493.SZ
1961,300211.SZ
1962,600745.SH
1963,002017.SZ
1964,603083.SH
1965,300959.SZ
1966,002829.SZ
1967,300414.SZ
1968,600776.SH
1969,600775.SH
1970,603220.SH
1971,300762.SZ
1972,600764.SH
1973,688313.SH
1974,300735.SZ
1975,002970.SZ
1976,300353.SZ
1977,300736.SZ
1978,002792.SZ
1979,300264.SZ
1980,688159.SH
1981,300270.SZ
1982,300590.SZ
1983,002977.SZ
1984,688418.SH
1985,603236.SH
1986,000889.SZ
1987,603042.SH
1988,603803.SH
1989,002796.SZ
1990,300397.SZ
1991,002929.SZ
1992,002313.SZ
1993,002547.SZ
1994,600562.SH
1995,002369.SZ
1996,300698.SZ
1997,000561.SZ
1998,600898.SH
1999,002861.SZ
2000,300710.SZ
2001,002296.SZ
2002,300711.SZ
2003,002881.SZ
2004,002281.SZ
2005,002848.SZ
2006,600522.SH
2007,300252.SZ
2008,603712.SH
2009,002583.SZ
2010,300394.SZ
2011,600345.SH
2012,600487.SH
2013,600498.SH
2014,000547.SZ
2015,688788.SH
2016,300787.SZ
2017,603118.SH
2018,603703.SH
2019,603863.SH
2020,600567.SH
2021,600103.SH
2022,600433.SH
2023,300883.SZ
2024,002303.SZ
2025,603165.SH
2026,001206.SZ
2027,000833.SZ
2028,600308.SH
2029,002067.SZ
2030,600963.SH
2031,002565.SZ
2032,600966.SH
2033,000815.SZ
2034,002247.SZ
2035,002521.SZ
2036,605009.SH
2037,002078.SZ
2038,605007.SH
2039,605500.SH
2040,600235.SH
2041,605377.SH
2042,600356.SH
2043,603607.SH
2044,000488.SZ
2045,600793.SH
2046,003006.SZ
2047,603733.SH
2048,002511.SZ
2049,002012.SZ
2050,601007.SH
2051,002186.SZ
2052,600754.SH
2053,605108.SH
2054,002306.SZ
2055,000524.SZ
2056,000007.SZ
2057,000428.SZ
2058,000721.SZ
2059,600258.SH
2060,603028.SH
2061,603278.SH
2062,300881.SZ
2063,600558.SH
2064,002443.SZ
2065,300855.SZ
2066,600992.SH
2067,605158.SH
2068,601686.SH
2069,605123.SH
2070,300345.SZ
2071,603577.SH
2072,000890.SZ
2073,600608.SH
2074,600477.SH
2075,000969.SZ
2076,002843.SZ
2077,600496.SH
2078,603878.SH
2079,002743.SZ
2080,000778.SZ
2081,002541.SZ
2082,603507.SH
2083,002487.SZ
2084,002478.SZ
2085,002132.SZ
2086,601333.SH
2087,601006.SH
2088,000557.SZ
2089,600125.SH
2090,601816.SH
2091,600338.SH
2092,000426.SZ
2093,600331.SH
2094,000758.SZ
2095,000060.SZ
2096,000688.SZ
2097,000751.SZ
2098,600497.SH
2099,600531.SH
2100,002114.SZ
2101,601020.SH
2102,000603.SZ
2103,600961.SH
2104,688388.SH
2105,601168.SH
2106,601609.SH
2107,002171.SZ
2108,600490.SH
2109,600362.SH
2110,688456.SH
2111,002295.SZ
2112,000630.SZ
2113,000878.SZ
2114,300697.SZ
2115,002203.SZ
2116,601212.SH
2117,600255.SH
2118,603527.SH
2119,601137.SH
2120,300828.SZ
2121,300489.SZ
2122,300328.SZ
2123,300428.SZ
2124,300337.SZ
2125,603978.SH
2126,600768.SH
2127,601388.SH
2128,603876.SH
2129,000807.SZ
2130,003038.SZ
2131,002501.SZ
2132,002532.SZ
2133,002160.SZ
2134,002540.SZ
2135,002988.SZ
2136,600888.SH
2137,002578.SZ
2138,002824.SZ
2139,603937.SH
2140,600595.SH
2141,002996.SZ
2142,601600.SH
2143,600219.SH
2144,601677.SH
2145,002333.SZ
2146,000612.SZ
2147,002379.SZ
2148,300986.SZ
2149,000933.SZ
2150,601702.SH
2151,601328.SH
2152,601577.SH
2153,002839.SZ
2154,601398.SH
2155,002807.SZ
2156,601998.SH
2157,601997.SH
2158,600908.SH
2159,600919.SH
2160,600926.SH
2161,002142.SZ
2162,600928.SH
2163,601988.SH
2164,601963.SH
2165,601939.SH
2166,601009.SH
2167,601658.SH
2168,601916.SH
2169,603323.SH
2170,601128.SH
2171,601166.SH
2172,601169.SH
2173,601187.SH
2174,601229.SH
2175,601860.SH
2176,601838.SH
2177,601288.SH
2178,601818.SH
2179,601077.SH
2180,000001.SZ
2181,002958.SZ
2182,002966.SZ
2183,600036.SH
2184,600000.SH
2185,002936.SZ
2186,002948.SZ
2187,600016.SH
2188,600015.SH
2189,300409.SZ
2190,603838.SH
2191,300234.SZ
2192,603268.SH
2193,300285.SZ
2194,003012.SZ
2195,600145.SH
2196,002507.SZ
2197,300999.SZ
2198,605016.SH
2199,002515.SZ
2200,003030.SZ
2201,603288.SH
2202,003000.SZ
2203,002053.SZ
2204,600929.SH
2205,002991.SZ
2206,300829.SZ
2207,300973.SZ
2208,688089.SH
2209,300915.SZ
2210,002495.SZ
2211,600073.SH
2212,300175.SZ
2213,300138.SZ
2214,605339.SH
2215,605338.SH
2216,600186.SH
2217,605300.SH
2218,300858.SZ
2219,600191.SH
2220,002481.SZ
2221,603317.SH
2222,603517.SH
2223,605089.SH
2224,603536.SH
2225,000639.SZ
2226,600305.SH
2227,605077.SH
2228,002216.SZ
2229,600298.SH
2230,603027.SH
2231,000895.SZ
2232,000505.SZ
2233,002726.SZ
2234,603079.SH
2235,002956.SZ
2236,300765.SZ
2237,002820.SZ
2238,002330.SZ
2239,300401.SZ
2240,603020.SH
2241,002840.SZ
2242,000529.SZ
2243,300783.SZ
2244,002847.SZ
2245,603866.SH
2246,002852.SZ
2247,000911.SZ
2248,603886.SH
2249,002286.SZ
2250,000972.SZ
2251,002695.SZ
2252,002702.SZ
2253,300741.SZ
2254,603345.SH
2255,002557.SZ
2256,600873.SH
2257,600872.SH
2258,600866.SH
2259,603043.SH
2260,603696.SH
2261,600737.SH
2262,603697.SH
2263,002597.SZ
2264,603719.SH
2265,002626.SZ
2266,300908.SZ
2267,603755.SH
2268,002650.SZ
2269,002661.SZ
2270,603777.SH
2271,002582.SZ
2272,000716.SZ
2273,002311.SZ
2274,002385.SZ
2275,000702.SZ
2276,603609.SH
2277,000048.SZ
2278,600438.SH
2279,002567.SZ
2280,002548.SZ
2281,603668.SH
2282,603363.SH
2283,002891.SZ
2284,300673.SZ
2285,000876.SZ
2286,002100.SZ
2287,002124.SZ
2288,600195.SH
2289,002157.SZ
2290,600547.SH
2291,000975.SZ
2292,601899.SH
2293,000506.SZ
2294,600766.SH
2295,002155.SZ
2296,600916.SH
2297,600385.SH
2298,002237.SZ
2299,600988.SH
2300,600311.SH
2301,601069.SH
2302,600489.SH
